How many times a day should you take a prescription marked  q.i.d .  ?,health and fitness
How many languages are there in the world ?,technology and computing
What excuse did the NATO people give for hitting the Chinese embassy ?,"law, govt and politics"
Who is the best known villain of the 165 Gunpowder Plot ?,"law, govt and politics"
What U.S. Air Force general led the first bombing raid over Tokyo ?,"law, govt and politics"
Which is the most-used computer program ?,technology and computing
What President was meant for ,society
What is the chance of conceiving quadruplets ?,health and fitness
What country claimed Rubens ,art and entertainment
What is a  node  in computer terms ?,technology and computing
What man-made waterways is 1.76 miles long ?,science
Which area produces the least acidic coffee ?,food and drink
Who manufactures the software ,technology and computing
What are the alveoli ?,health and fitness
What is the second hardest substance ?,health and fitness
What city did the Flintstones live in ?,art and entertainment
How many calories are there in soy sauce ?,food and drink
What labor leader was last seen in the parking lot of a Michigan restaurant ?,"law, govt and politics"
What famed strip of land is a 15-minute boat trip across the Venetian Lagoon from Venice ?,travel
What Aesop s fable has the moral :  The race is not always to the swift. Slow and steady is bound to win  ?,health and fitness
What Mormon leader was said to have had 27 wives ?,"law, govt and politics"
What is 55 times sweeter than cane sugar ?,food and drink
When were fish first believed to be found on earth ?,sports
What country in 1998 had the most suicides regardless of population size ?,science
Who murdered Leno and Rosemary LaBianca on August 1,art and entertainment
Name the first private citizen to fly in space .,business and industrial
What is a fear of passing high objects ?,health and fitness
What is Compaq s mission statement ?,technology and computing
What document did President Andrew Johnson want a copy of placed under his head upon his burial ?,"law, govt and politics"
What is the origin of the name Katie ?,art and entertainment
What was the U.S. highway death toll in 1969 ?,"law, govt and politics"
What African country is governed from Ouagadougou ?,travel
What do economists do ?,society
How much does the President get paid ?,"law, govt and politics"
What is an annotated bibliography ?,art and entertainment
What is the Kashmir issue ?,"law, govt and politics"
How many people was Randy Craft convicted of killing ?,society
How many layers does a bottle of Yoo-Hoo settle into ?,food and drink
What is the largest U.S. state east of the Mississippi ?,"law, govt and politics"
What Broadway musical was inspired by Cervantes s Don Quixote ?,art and entertainment
What city houses the U.S. headquarters of Procter and Gamble ?,business and industrial
What organization s offices were broken into at Watergate in 1972 ?,society
Who is Karenna Gore ,art and entertainment
Who was Damocles ?,technology and computing
What holidays are celebrated in Ireland ?,travel
What was the name of the first Watergate special prosecutor ,society
What Australian city became the home of the America s Cup ?,travel
What is a film starring Jude Law ?,art and entertainment
How long did Shea and Gould practice law in Los Angeles ?,business and industrial
What is ethylene ?,business and industrial
What 19th-century painter died in the Marquesas Islands ?,art and entertainment
What Nazi leader killed himself in jail just before he was to be executed as a war criminal ?,society
Where is Procter & Gamble based in the U.S. ?,business and industrial
What makes salt ?,food and drink
Who is Dear Abby ?,society
What causes panic attacks ?,health and fitness
How do they type Chinese characters on a keyboard ?,technology and computing
What J.R.R. Tolkien book features Bilbo Baggins as the central character ?,art and entertainment
Who banned Peter Rose from baseball for betting on games ?,sports
What novel did Ian Fleming introduce James Bond in ?,"law, govt and politics"
What are the only two states that incorporate the Confederate battle flag in their flags ?,society
What is a female rabbit called ?,health and fitness
What is endometriosis ?,health and fitness
What s the name of Jacques Cousteau s research ship ?,sports
What s the official animal of Canada ?,travel
What does the method called  cold fusion  create ?,technology and computing
What then-derogatory term was applied to the painters Monet ,art and entertainment
How does the Elongated Man know a mystery is afoot ?,society
Shea and Gould closed their Los Angeles office for what reason ?,business and industrial
What is HTML ?,technology and computing
What is the belt of low pressure around the equator called ?,travel
Who was the first black woman to star in the Folies Bergeres ?,society
How come a doughnut has a hole in it ?,food and drink
Name a product that controls the ripening of apples .,food and drink
What clause in the U.S. Constitution may not be changed ,"law, govt and politics"
What dangles over the tongue from the palate ?,food and drink
What are the first ten amendements passed ?,"law, govt and politics"
How does the Nintendo  Zapper  work ?,technology and computing
How many people on the ground were killed from the bombing of Pan Am Flight 103 over Lockerbie ,"law, govt and politics"
Whose funeral train traveled from Washington D.C. to Springfield ,travel
What woman has carried the most multiple births ,health and fitness
Name the company that used the line ,business and industrial
What was the first Funk N Lata ,art and entertainment
Who comprised the now-defunct comic book team known as the Champions ?,art and entertainment
What is the origin of blue for boys and pink for girls ?,art and entertainment
What is the goat population of the world ?,business and industrial
What President-to-be was the first member of Congress to enlist following the attack on Pearl Harbor ?,society
What is recruitment interview technique ?,business and industrial
What are emblazoned on the Jolly Roger ?,travel
Who invented the road traffic cone ?,sports
What does hazmat stand for ?,"law, govt and politics"
What does a phobophobe fear ?,health and fitness
What are the 7 articles of the constitution ?,"law, govt and politics"
Who has more DNA - a man or a woman ?,science
Name the five positions who are in the line of succession to the presidency .,"law, govt and politics"
Name the largest country in South America .,travel
How is a hydrogen bomb different from a nuclear bomb ?,society
What are the characters  names in the Scooby-Doo cartoon ?,art and entertainment
What enigmatic U.S. vice president was once tried and acquitted for treason in a plot to set up his own independent empire in the West ?,"law, govt and politics"
How many spears are there on Kenya s flag ?,sports
What does the Georgetown  Hoya  mean ?,science
How many people died on D-Day ?,society
What nationality were the 123 people who died in the Black Hole of Calcutta ?,society
What are the chances of pregnacy if the penis does not penetrate the vagina ?,society
Who wrote the Farmer s Almanac ?,business and industrial
What is the only substance that gives food its  taste  when eaten ?,food and drink
What type of hunting are retrievers used for ?,sports
Where is the actress ,art and entertainment
What does storm wave mean in Japanese ?,science
Name the first Russian astronaut to do a spacewalk .,business and industrial
What do pointed letters mean to a handwriting analyst ?,technology and computing
What age followed the Bronze Age ?,travel
What was Connecticut s first constitution called ?,"law, govt and politics"
How long does cocaine stay in your system ?,health and fitness
Name the vessel used by the Atari Force in the DC comics .,art and entertainment
How many equal sides are there on a scalene triangle ?,science
What color of dry wine should be served with veal roasts and chops ?,food and drink
What is DSL ?,technology and computing
Who graced the airwaves with such pearls as  Do ya lo-o-ove me ? Get naked ,society
What countries have the best math students ?,"law, govt and politics"
What s another word that means  knows all  ?,business and industrial
How does color affect a person psychologically ?,health and fitness
What is the only animal that can turn its stomach inside out ?,food and drink
What does SHIELD stand for ?,"law, govt and politics"
What is the Milky Way ?,technology and computing
What are the two languages of Malta ?,technology and computing
How many syllables are there in a line of hendecasyllabic poetry ?,art and entertainment
What are field effect transistors ?,technology and computing
Who won a Pulitzer Prize for his novel The Caine Mutiny ?,"law, govt and politics"
Which soft drink does Madonna advertise for ?,art and entertainment
What is the largest lake in North America ?,travel
What is the origin of the midwest slang ,technology and computing
How many people in the world speak French ?,travel
How many warmup pitches does a reliever get coming into a baseball game ?,sports
Who did Arthur H. Bremer try to assassinate on May 15 ,"law, govt and politics"
What two US biochemists won the Nobel Prize in medicine in 1992 ?,science
Who commanded the French forces at the Battle of Orleans ?,"law, govt and politics"
What U.S. vice-president once declared :  If you ve seen one slum ,"law, govt and politics"
What is the origin of the word trigonometry ?,science
What town was the setting for The Music Man ?,society
How many different languages are spoken in Europe ?,technology and computing
What do you do when your mouse is nt working as fast as it s supposed to ?,technology and computing
What is a transistor ?,art and entertainment
What is lung cancer ?,health and fitness
What civil war was fought between 1936 and 1939 ?,society
How many U.S. presidents were assassinated during Queen Victoria s reign ?,"law, govt and politics"
What animals acted as lapwarmers for American colonists in church ?,society
What is a technique popularly used to detect birth defects ?,health and fitness
What is a fear of machinery ?,health and fitness
What is the highest mountain in the world ?,travel
What s the second-most-used murder weapon in the U.S. ?,society
Name of King Arthur s sword ?,science
What wrestling star became  The Incredible Hulk  ?,sports
What is the name for clouds that produce rain ?,science
What language is mostly spoken in Brazil ?,travel
What is the leading pecan and peanut growing state ?,food and drink
What company started out making pies ,food and drink
In which sport is there a  scrum  ?,business and industrial
The operating system that runs on IBM-compatible machines is called what ?,technology and computing
What city in the U.S. experienced the most growth recently ?,"law, govt and politics"
Who was the first black golfer to tee off in the Masters ?,sports
How do you clean up a cache ?,technology and computing
How many types of dogs  tails are there - three,food and drink
What was the name of Captain Bligh s ship ?,sports
What organic fuel do bog-dwellers use a  slane  to cut ?,business and industrial
Who s the only man to have won the Olympic decathlon twice ?,sports
When did Mount St. Helens last erupt ?,science
Who invented the game bowling ?,sports
What World War II leader declared :  The blow has been struck  ?,society
When did Nostradamus believe World War III would begin ?,society
In what city is the US Declaration of Independence located ?,"law, govt and politics"
Where can one find information on religion and health ,health and fitness
What started in 1849 when gold was discovered at Sutter s Mill ?,society
What does IOC stand for ?,sports
What does the name Billie mean ?,science
Why is Chicago named Chicago ?,technology and computing
Where is the Orange Bowl ?,sports
What do camels store in their humps ?,food and drink
Where was the Ligurian Republic ,travel
How does the tail affect the flight of a kite ?,sports
What company makes impulse hardening equipment ?,business and industrial
What are the stars made of ?,technology and computing
What sprawling U.S. state boasts the most airports ?,travel
What s the second-largest island in the world ?,business and industrial
How many degrees cooler is the inside of a cucumber than the air outside ?,business and industrial
What is a handheld PC ?,technology and computing
How do you find oxidation numbers ?,health and fitness
What is a research expedition in mountain climbing ?,sports
Who lives at 24 Sussex Drive ,"law, govt and politics"
Where must a soccer goalie stand to be permitted to handle the ball ?,sports
Where is the Keck telescope ?,technology and computing
What two countries fought the Hundred Years  War ?,society
Where can I find correct tabs for Third Eye Blind songs ?,technology and computing
What is e-commerce ?,technology and computing
What was the first country to put a second woman in space ?,science
What is false consciousness ?,science
What is a fear of color ?,health and fitness
Who retired with 755 home runs to his credit ?,sports
What are the titles of some R-Rated Sony Playstation games ?,technology and computing
Which leg does a cat move with its left front leg when walking - its left rear or right rear leg ?,sports
How much time does the blinking of an eye take ?,technology and computing
What four forms does gold occur in ?,art and entertainment
What is SAP ?,technology and computing
When did Princess Diana and Prince Charles get married ?,society
What s the name of a golf course in Myrtle Beach ?,sports
What is the frequency of VHF ?,technology and computing
What s the second-biggest-selling magazine in America ?,travel
Which city in Canada is the least-populated ?,travel
What does ribavirin consist of ?,health and fitness
Who does the advertizing for Frito-Lay ?,food and drink
What is the telephone number for the University of Kentucky ?,technology and computing
What does A&W of root beer fame stand for ?,food and drink
Who has won the most Super Bowls ?,sports
What is the average time it takes for a male to ejaculate ?,society
How do you get to the top of the Eiffel Tower ?,travel
What country s capital was formed when Pesth and Buda merged ?,society
When was the first American encyclopedia published ?,art and entertainment
Who were the  filthiest people alive ? ,society
Who sells Viagra ?,health and fitness
What were the first frozen foods ?,food and drink
What kind of fruit is a Yellow Transparent ?,food and drink
Who sued the Dannon yougurt company for using a character named Ron Raider for promotion ?,technology and computing
How many American soldiers remain unaccounted from the Vietnam war ?,society
What is a fear of thunder ?,health and fitness
What kind of substance is dextropropoxyphen napsylate ?,health and fitness
What percentage of American men are alcoholic ?,food and drink
Who sang about Desmond and Molly Jones ?,travel
What s a short ton ?,business and industrial
What s the nickname of oddsmaker Jimmy Snyder ?,art and entertainment
Which gender has bigger thighs ?,health and fitness
What TV sitcom character had the maiden name Ethel Potter ?,art and entertainment
What Nevada center has been dubbed The Biggest Little City in the World ?,art and entertainment
What disease does Katharine Hepburn have that makes her voice shake ?,health and fitness
What is the most popular last name ?,technology and computing
Where are the tropical rain forest distributions ?,travel
What are the living conditions in Cuba ?,society
What film marked Robert Redford s directorial debut ?,art and entertainment
Where did the Battle of the Bulge take place ?,society
What is a fear of hair ?,health and fitness
What ill-fated American general dragged a bull terrier named Willie through World War II ?,society
In what city is the headquarters of Sinn Fein ?,"law, govt and politics"
What caused Shea & Gould to close their L.A. office ?,business and industrial
What is the population of Ohio ?,science
What is a fear of lice ?,health and fitness
When did the Carolingian period begin ?,science
What are the most common causes of death in the U.S. ?,health and fitness
What is a 2-sided object called ?,technology and computing
What did the only repealed amendment to the U.S. Constitution deal with ?,"law, govt and politics"
How many questions do you have on your database ?,technology and computing
What is the brand name of daminozide ?,business and industrial
What do we call the imaginary line along the top of the Rocky Mountains ?,sports
What is George Lucas s e-mail address ?,business and industrial
What are the seven wonders of the world ?,travel
What country did King Gustav V reign over from 197 to 195 ?,society
What Triple Crown-winning horse took the 1973 Belmont Stakes by 31 lengths ?,sports
What is the second highest mountain peak in the world ?,travel
What are the main blood vessels ?,health and fitness
What was introduced commercially by Bayer A.G. of Leverkusen ,society
What was the U.S. highway death toll in 1969 ?,"law, govt and politics"
What is Drew Barrymore s email address ?,business and industrial
What was the only country in the Western Hemisphere to join the Russian-led boycott of the 1984 Summer Olympics ?,sports
What does the name Shawn mean ?,science
Who made the first gas engine ?,business and industrial
When is a woman most fertile ?,business and industrial
What product  doubles your pleasure ,society
What is the literal meaning of  D-DAY  ?,"law, govt and politics"
What is Java ?,technology and computing
What is the per-capita income of Colombia ,travel
What river does the Grand Coulee Dam dam ?,business and industrial
How many years is Johnnie Walker Black Label aged ?,sports
What is The Gay Science ?,science
How long did the Charles Manson murder trial last ?,society
What is a fear of slime ?,health and fitness
What is the full form of .com ?,technology and computing
What presidential administration challenged Americans to explore The New Frontier ?,"law, govt and politics"
How many milligrams are in a gram ?,health and fitness
Why do heavier objects travel downhill faster ?,travel
What is being done about the millennium bug ?,technology and computing
What American League baseball team s worst finish between 1926 and 1964 was fourth ?,sports
Who was the first doctor to successfully transplant a liver ?,science
What movie told of Anna Anderson s claim to be a Russian czar s daughter ?,art and entertainment
What is damage to business and government caused by bureaucracy ?,"law, govt and politics"
How much do drugs to treat tuberculosis cost ?,society
What business exports the sparkling wine Spumante ?,food and drink
How much would it cost to purchase a 2-foot-square party tent ,travel
What is the meaning of W.B. Yeat s poem ,art and entertainment
Where does the U.S. get most of its energy ?,business and industrial
What basketball maneuver did Bert Loomis invent ?,sports
When was the Triangle Shirtwaist fire ?,"law, govt and politics"
What is the Hub of London ?,technology and computing
What s the hardest substance in the human body ?,science
What year did Apartheid start ?,travel
What Pulitzer Prize-winning novelist ran for mayor of New York City ?,society
What is the secret of the universe ?,science
What is the difference between a fruit and a vegetable ?,food and drink
Name Pittsburgh s baseball team .,sports
Who was the Russian ambassador to Hungary during the 1956 uprising ?,society
Where can an individual get a contact lens tested that burned the entire surface of eye when new ?,science
What s the largest U.S. city on the Great Lakes ?,travel
What U.S. state has the lowest highest elevation at 6 feet ?,science
Madonna hocks which soft drink ?,food and drink
What s the most abundant element in the sun ?,business and industrial
What color are tennis balls ?,sports
What stereo manufacturer is  Slightly ahead of its time  ?,technology and computing
Who was with Patricia Hearst the night she was kidnaped ?,art and entertainment
What game is fatal to anybody over 21 ?,food and drink
When was the G7 group of nations formed ?,"law, govt and politics"
What is the deepest area of the Arctic Ocean ?,travel
Which side should a bowler facing a 37803 split hit the 3-pin on-the left or the right ?,technology and computing
When was Berlin s Brandenburg gate erected ?,"law, govt and politics"
What drug did Sigmund Freud become fascinated with while experimenting with the treatment of neurasthenia ?,science
Who was the first woman golfer to earn a million ?,sports
In What city or state do the most gay men live in ?,society
What war did Johnny Reb and Billy Yank fight ?,society
What is the best hospital for orthopedics in the country ?,society
What is the name of the Indian who became prime minister by beating Mrs. Gandhi in the 1977 election ?,"law, govt and politics"
What role do fruits play in the survival of plants ?,food and drink
What Japanese electronics company was named for a coastal city northeast of Tokyo ?,technology and computing
How can you contact play producers and promoters on-line ?,art and entertainment
In what year did Ireland elect its first woman president ?,"law, govt and politics"
What percentage of all world tornados touch down in the US ?,science
What is the Bernoulli Principle ?,science
What are some tips for building a fire in a fireplace ?,travel
What country buys 25 percent of the world s tea exports ?,food and drink
How many disks does each player have in a four-handed game of Crokinole ?,technology and computing
When is the Sun closest to the Earth ?,business and industrial
What was the name of the cook on Rawhide ?,travel
What Russian novel embracing more the 5 characters is set in the Napoleonic Wars ?,travel
Who provides telephone service in Orange County ,technology and computing
What is a Canada two-penny black ?,travel
The Shea & Gould law firm had an office in L.A. for how many years ?,business and industrial
What architect originated the glass house designed the Chicago Federal Center had a philosophy of  less is more ,science
Where are the leading medical groups specializing in lung diseases ?,health and fitness
Who holds the career record for the most major league home runs ?,sports
What countries have the largest areas of forest ?,business and industrial
How is the element strontium purified ?,food and drink
What does  antidisestablishmentarianism  mean ?,science
How many miles of veins are in the circulatory system ?,health and fitness
What does 7847+5943 equal ?,"law, govt and politics"
What is the life span of the average monkey ?,health and fitness
How do I start a web based business ?,business and industrial
What does the name ` Alexandra  mean ?,science
What is a ball that hits the foul pole called ?,science
What is the length of border between the Ukraine and Russia ?,business and industrial
What is the chemical reactivity of helium ?,science
What organization has a Security Council ?,"law, govt and politics"
Who led the opposition when Konrad Adenauer was Chancellor in Germany ?,"law, govt and politics"
Where on the Internet can I find a song lyrics database similar to the International Lyrics Server ?,technology and computing
What historical event happened in Dogtown in 1899 ?,science
Where does Buzz Aldrin want to build a permanent ,sports
What is Nicholas Cage s occupation ?,art and entertainment
How far can a human eye see ?,society
How many colors are there in a rainbow ?,food and drink
How long is Camptown Racetrack ?,sports
Name the organization that is presided by a Security Council .,"law, govt and politics"
Who was Lauren Bacall s first husband ?,art and entertainment
What game s board shows the territories of Irkutsk ,"law, govt and politics"
What do you call a group of geese ?,travel
What s an auberge in France ?,travel
Why doesn t www.answers.com have any answers to my questions ?,technology and computing
How do storms form ?,science
What Russian city boasts the Hermitage Museum ?,art and entertainment
Where can I find a case on Individuals with Disabilities Education Act of 1991 ?,"law, govt and politics"
What President s favorite Biblical quotation was :  Come now ,"law, govt and politics"
What is a fear of punishment ?,health and fitness
What is another term for the painful wrist syndrome ?,health and fitness
What are some of the significant historical events of the 1990s ?,science
How many major Nazi leaders went on trial after the war at Nuremberg ?,society
Where s the Petrified Forest ?,travel
Where do the Grimace and Mayor McCheese live ?,"law, govt and politics"
What 2 statues did France give to other countries ?,travel
What is the name of the deranged super-criminal Otto Octavius uses ?,society
What is a fear of being alone ?,health and fitness
What are all the different kinds of contraceptives ?,society
What U.S. President had brothers-in-law in the Confederate army ?,"law, govt and politics"
What is the real name of disc jockey  Wolfman Jack  ?,art and entertainment
Whom did the Chicago Bulls beat in the 1993 championship ?,sports
Which is heavier - cream or milk ?,food and drink
What fowl grabs the spotlight after the Chinese Year of the Monkey ?,health and fitness
How did Bob Marley die ?,food and drink
Where is Trinidad ?,travel
What famed tennis tournament s men s singles title was Fred Perry the last Englishman to win ?,sports
Which operating system runs on IBM-compatible machines ?,technology and computing
What film dramatized the Scopes monkey trial ?,science
What animal was the heat-seeking missile called the Sidewinder named for ?,technology and computing
Where can I find info on research being done on oilseeds thru genetics ?,science
How many people were executed for Abraham Lincoln s assassination ?,"law, govt and politics"
How many megawatts will the power project in Indonesia ,business and industrial
What letter appears on the cold-water tap in Spain ?,business and industrial
How many teaspoons make up a tablespoon ?,food and drink
What is a  repeating voter  ?,society
Who were the Picts ?,science
What is a fear of water ?,sports
What is real time processing ?,business and industrial
Who was the first person inducted into the U.S. Swimming Hall of Fame ?,sports
What is the name of the city that Maurizio Pellegrin lives in ?,travel
What country did the ancient Romans refer to as Hibernia ?,science
What army s motto is Blood and Fire ?,"law, govt and politics"
How do doctors diagnose bone cancer ?,health and fitness
What is the estimated total U.S. whitetail deer population ?,sports
Why did the chicken cross the road ?,food and drink
When did CNN go on the air ?,"law, govt and politics"
Name the two mystical ravens Odin has at his command .,sports
What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer ?,science
What is the definition of a cascade ?,"law, govt and politics"
Name the various costumed personas of Dr. Henry Pym .,art and entertainment
Where was chop suey invented ?,food and drink
What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?,business and industrial
What does e=mc2 mean ?,science
What are the components of polyester ?,technology and computing
What do you get by adding Lactobacillus bulgaricus to milk ?,health and fitness
What chemical in red wine is good for the heart and what exactly does it do to your body ?,health and fitness
What were the trials called which followed World War II ?,society
What is prepared mustard ?,food and drink
Who portrayed Vincent Van Gogh in Lust for Life ?,society
What is a fear of cold ?,health and fitness
How did shipyard inspector James J. Kilroy designate equipment as being satisfactory ?,society
What are super balls made of ?,technology and computing
What is a turnkey contract ?,society
What is the starting salary of a radiographer ?,society
Who won the Nobel Peace Prize in 1991 ?,"law, govt and politics"
What are the environmental influences on plant genetics ?,science
What country is Kosovo a part of ?,art and entertainment
What is a fear of rejection ?,health and fitness
What was the first minimum wage ?,society
What does idle mean ?,science
What is a fear of weakness ?,health and fitness
What eating utensils are used for handicapped kids ?,food and drink
Which of these are authors ?,business and industrial
How many James Bond novels are there ?,art and entertainment
Which one of the original seven Mercury program astronauts did not fly on any of the Mercury flights ?,travel
How many web servers are there ?,technology and computing
What is the purpose of the SysRq key on my computer keyboard ?,technology and computing
What year did the War of 1812 begin ?,society
How do you become a dentist ?,health and fitness
What is a fear of stings ?,health and fitness
When is Bastille Day ?,travel
What two commanders directed the forces in the Battle of El Alamein ?,"law, govt and politics"
Who is the monarch of the United Kingdom ?,travel
What shampoo prevents eczema ,health and fitness
What drug is often used to treat AIDS patients ?,health and fitness
What is a fear of sourness ?,health and fitness
What does G.M.T. stand for ?,"law, govt and politics"
What happens to used motor oil ?,business and industrial
What is carpal tunnel syndrome ?,health and fitness
What prompted the co-pilot of the Enola Gay to enter only  My God  in his log ?,travel
Where does  bovine  come from ?,health and fitness
What state was named the Green Mountain state ?,food and drink
What is Li l Abner s last name ?,sports
What drink contains as many types of rum as possible ?,food and drink
How many electoral votes does it take to win presidency ?,"law, govt and politics"
What series of trials followed World War II ?,society
What fossilizes to form coprolite ?,business and industrial
Where do quality drinks begin ?,food and drink
How does salt melt ice and snow ?,food and drink
What novel has Big Brother watching ?,art and entertainment
Where can I find the history of the Taiwanese language ?,science
What is the definition of the term  weapons system  ?,business and industrial
What musical instrument did Prewitt play in James Jones s From Here to Eternity ?,art and entertainment
Which mosquito s bite draws blood ,health and fitness
In what area of the world was the Six Day War fought ?,society
What does LOL mean ?,science
What does an edentulous smile lack ?,health and fitness
What is the name of the managing director of Apricot Computer ?,business and industrial
What s the only work by Michelangelo that bears his signature ?,art and entertainment
What U.S. senator once played basketball for the New York Knicks ?,sports
What Asian spiritual and political leader was married at the age of 13 ?,"law, govt and politics"
Who wrote The Night of the Iguana ?,art and entertainment
How do you determine if a computer monitor has an SVGA adapter ?,technology and computing
Who gave Abbie Hoffman his first dose of LSD ?,health and fitness
Where did the sport of caber-tossing originate ?,sports
Why were people recruited for the Vietnam War ?,society
What attorneys work for The Center for the Defense of Free Enterprise ?,"law, govt and politics"
What war did the Potsdam Conference follow ?,society
What TV comediennes s characters include former movie star Nora Desmond ,art and entertainment
Who said  the only thing we have to fear is fear itself  ?,society
Who is the famous movie star who also acted as sewer commissioner of Provo Canyon ,travel
Who sent the brief message  I came ,technology and computing
What kind of file has the extension .dbf ?,society
How long does it take sunlight to reach Earth ?,business and industrial
What is  the airline built for professional travelers  ?,technology and computing
What are the top five oil-producing countries in the world ?,business and industrial
Who was the author of  John Brown s Body  ?,society
What bowl game began as an East-West contest between Michigan and Stanford in 192 ?,sports
How do I give a good massage ?,health and fitness
What was the name of the famous battle between Texas and Mexico ?,travel
How many  eyes  does a coconut have ?,business and industrial
Who said  Give me liberty or give me death  ?,society
What is Jane Goodall known for ?,travel
What kind of science is cosmology ?,science
How do you reference a website ?,art and entertainment
Who sings the themes for  Dawson s Creek  and  Felicity  ?,art and entertainment
What desert has the highest sand dunes ?,travel
What beer is ` rockin  America ? ,food and drink
What cancer is commonly associated with AIDS ?,health and fitness
What causes the body to shiver in cold temperatures ?,science
How many astronauts manned each Project Mercury flight ?,business and industrial
What is Larry King s job ?,art and entertainment
What is the largest county in size in Massachusetts ?,technology and computing
Where do the Blackhawks maintain their operations ?,business and industrial
What is the abbreviation for micro ?,science
How long do cardinal eggs incubate ?,food and drink
What is the longest-running television series ?,art and entertainment
What is the best brand for a laptop computer ?,technology and computing
Where does the U.S. rank among world countries in area ?,"law, govt and politics"
What  marvelous  major-league baseball player is now a spokesman for a beer company ?,sports
What types of water pollution are there ?,science
What two countries are linked by the Brenner Pass ?,travel
What is a fear of being cold ?,health and fitness
What is the approximate population of Las Vegas ,travel
What are the Benelux countries ?,travel
When did Spielberg direct  Jaws  ?,art and entertainment
What is the recomended age to switch a child from a crib to a bed ?,technology and computing
What state in the U.S. has the most blacks ?,"law, govt and politics"
What causes canker sores in the mouth ?,health and fitness
When was Microsoft established ?,technology and computing
Name a tiger that is extinct .,science
What can be done about snoring ?,health and fitness
What country was Hitler the chancellor of ?,society
What s the largest letter in Salvador Dali s signature ?,art and entertainment
Name the product that is  at your grocer s ,food and drink
Where do the adventures of  The Swiss Family Robinson  take place ?,art and entertainment
What does NASA stand for ?,business and industrial
Boxing Day is celebrated on what date ?,sports
What s the best way to lose the flab under your chin and around your face ?,health and fitness
What part of your body contains the corpus callosum ?,health and fitness
What is D.B. Cooper known for ?,art and entertainment
What s the abbreviation for trinitrotoluene ?,science
What net game sees its women s world amateur champions receive the Uber Cup ?,sports
What are the numbers that fit into Fermont s last theorem ?,science
What is the longest place name in the U.S. ?,"law, govt and politics"
What was Thatcher s approval rating after 10 years in power ?,"law, govt and politics"
What is Jane Goodall famous for ?,travel
What South Vietnamese president was assassinated by his generals in 1963 ?,society
What does the Statue of Liberty wear on her feet ?,travel
What cocktail do you concoct with whisky and sweet vermouth ?,food and drink
What is the abbreviation for Original Equipment Manufacturer ?,technology and computing
What was the name of the ball game played by the mayans ?,sports
How long was the longest sneezing attack ?,health and fitness
When was the first Wall Street Journal published ?,art and entertainment
Where did marijuana come from ?,health and fitness
What is an isthmus ?,travel
How many equal angles are there in an isosceles triangle ?,science
What country did the Mau Mau Uprising take place in ?,society
What s the Southern dish made of pigs  small intestines ?,food and drink
Why is Microsoft s Windows 3 such a successful computer program ?,technology and computing
What is Jell-O made from ?,food and drink
How many astronauts have been on the moon ?,business and industrial
What is a fear of strong light ?,health and fitness
How many people die from tuberculosis each year ?,health and fitness
What chemicals are used in lethal injection ?,"law, govt and politics"
What is the exchange rate for Australian to American money ?,business and industrial
Madonna advertises for what soft drink ?,food and drink
What baseball team owner and sailor is known as The Mouth of the South ?,sports
What kind of hat does Bat Masterson wear ?,art and entertainment
What does IBM stand for ?,"law, govt and politics"
What are manifest and latent function theories ?,society
How often are brain cells replaced ?,health and fitness
Where can I find a person s address from a telephone number ?,technology and computing
What TV game show once saw a contestant admit to picking his toes in the shower ?,art and entertainment
What does a nihilist believe in ?,science
Where is Kings Canyon ?,travel
What year did Rossetti paint  Beata Beatrix  ?,art and entertainment
How can I get someone s phone number if I only have their screen name ?,technology and computing
What did John Hinckley do to impress Jodie Foster ?,art and entertainment
Where can one find Mozambique ?,travel
What was known as the Spice Island ?,travel
What brand of white rum is still made in Cuba ?,food and drink
What does VCR stand for ?,technology and computing
When was the NFL established ?,sports
Who was Darius ?,travel
What was the filling in the first golf balls ?,sports
Who danced into stardom with Fred Astaire in 1941 s You ll Never Get Rich ?,art and entertainment
What is the abbreviation of General Motors ?,science
What auto race was Wilbur Reed the first to win three times ?,art and entertainment
Where can I find out the top 1 singles ?,society
What is Bill Gross s email address ?,business and industrial
What does the technique called  cold fusion  produce ?,technology and computing
What are all the southern states of the United States ?,travel
How do you say 2 in Latin ?,art and entertainment
What actress has received the most Oscar nominations ?,art and entertainment
Whose autobiography is titled Yes I Can ?,art and entertainment
What Boris Pasternak book sold 5 ,art and entertainment
Which of the following men was not married to Rita Hayworth ?,art and entertainment
How many different countries export coffee ?,food and drink
Why is poop sometimes different colors ?,food and drink
What is the design of the ship Titanic ?,art and entertainment
What is the date of Boxing Day ?,sports
What kind of books does Fodor s publish ?,art and entertainment
What type of betting is used in horse racing ?,sports
How do you write a book report ?,business and industrial
Why is the grass green ?,sports
What was Mark Johnson referring to when he said :  I still can t believe it- we beat the Russians ? ,sports
Who earns their money the hard way ?,business and industrial
What is a fear of disease ?,health and fitness
What is the average age of a member of the team that worked on the Manhatten Project ?,business and industrial
Name one of the Seven Wonders of the Ancient World .,science
What was the Vietnam War ?,society
What landmark Italian restaurant can be found at 239 West 48th Street ,food and drink
Whose cover is that of an employee of Universal Import and Export ?,technology and computing
How many times has  Louie ,art and entertainment
What movie tour of the Roman empire features the admonition :  Row well and live  ?,art and entertainment
